year,location_code,hs_product_code,normalized_distance,normalized_pci,product_status,rank,hs4_desc,hs2_code,hs2_desc
2018,DOM,0904,2.3564655456741117,-1.8102565975869789,absent,21,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,09,"Coffee, tea, mate and spices"
2019,DOM,0904,2.473446873483353,-2.1342049810056136,absent,22,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,09,"Coffee, tea, mate and spices"
2020,DOM,0904,2.7037551555981105,-2.225045892374014,absent,10,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,09,"Coffee, tea, mate and spices"
1996,DOM,0907,2.060818752824256,-2.046951367534551,NA,47,"Cloves; (whole fruit, cloves and stems)",09,"Coffee, tea, mate and spices"
1995,DOM,0908,3.246267145900331,-2.200769002132114,NA,4,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
1996,DOM,0908,3.226049071256968,-2.307857627283198,NA,5,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
1997,DOM,0908,2.352992077397042,-2.2584442389537256,NA,27,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
1998,DOM,0908,2.5221244105598015,-2.257820986401276,NA,18,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
2001,DOM,0908,2.3747639769155,-1.9021462400581544,NA,23,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
2003,DOM,0908,2.0049154749490614,-1.9922728909795384,NA,47,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
2005,DOM,0908,2.0477259408723105,-1.9127069891219803,NA,44,"Nutmeg, mace and cardamoms",09,"Coffee, tea, mate and spices"
1995,DOM,0909,2.227823556703913,-1.5897767984609414,NA,41,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
1999,DOM,0909,2.216725706203202,-1.7282132280134908,NA,36,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
2000,DOM,0909,2.4671643856221332,-1.9389755688377197,NA,18,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
2002,DOM,0909,2.2842699013428507,-1.764436764721644,NA,30,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
2007,DOM,0909,2.0876201893636845,-1.5165941065277373,NA,38,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
2013,DOM,0909,1.9549443401923057,-1.7114506681165822,NA,50,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",09,"Coffee, tea, mate and spices"
1995,DOM,0910,3.922760673430352,-1.739735085817819,NA,2,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
1996,DOM,0910,3.8269176198055894,-1.8670306073180087,NA,2,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
1997,DOM,0910,3.699332337684088,-1.892530729458928,NA,2,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
1998,DOM,0910,3.700897757130331,-1.9612226663944068,NA,2,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
1999,DOM,0910,3.227577860993204,-1.919955871167253,NA,3,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2000,DOM,0910,3.1846963346193156,-1.8190660801688576,NA,6,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2001,DOM,0910,3.041625645476446,-1.5947508238365604,NA,5,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2002,DOM,0910,3.302614184493853,-1.65394963217313,NA,2,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2003,DOM,0910,2.769534190492426,-1.5596240580019622,NA,11,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2004,DOM,0910,2.745195133542917,-1.5652989315124115,NA,13,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2005,DOM,0910,2.596670104403634,-1.5327843190722827,NA,16,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2006,DOM,0910,2.804310855119635,-1.7019721781007442,NA,8,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2007,DOM,0910,2.5730867524339365,-1.6787137608411935,NA,11,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2008,DOM,0910,2.62548233250184,-1.5477290866532576,NA,9,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2009,DOM,0910,2.412747445339517,-1.5822791934705929,NA,16,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2010,DOM,0910,2.467018278909676,-1.540671681123988,NA,12,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2011,DOM,0910,2.3591821729018227,-1.7790327463590798,NA,19,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2012,DOM,0910,2.519264339281563,-1.5723902922611348,NA,13,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2013,DOM,0910,2.629538897825196,-1.600436895142737,NA,13,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2014,DOM,0910,2.559433895657819,-1.7221869177711258,NA,17,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2015,DOM,0910,2.4984801323319052,-1.80669753678046,NA,18,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2016,DOM,0910,2.5996452861205532,-1.6634611511665176,NA,13,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2017,DOM,0910,2.6043412519136147,-1.667058134174477,NA,12,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2019,DOM,0910,2.429930655289823,-1.8649169962108472,NA,23,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2020,DOM,0910,2.5017607091968976,-1.8396688568635984,NA,23,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",09,"Coffee, tea, mate and spices"
2003,DOM,1101,2.6695764302168534,-1.4578950028186444,NA,14,Wheat or meslin flour,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2019,DOM,1101,2.6392415351325904,-1.3282872363881524,NA,14,Wheat or meslin flour,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
1995,DOM,1102,2.413905109669486,-1.4482969619704404,NA,26,Cereal flours; other than of wheat or meslin,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
1998,DOM,1102,2.059601313595315,-1.5130076579071638,NA,50,Cereal flours; other than of wheat or meslin,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
1999,DOM,1102,2.3128606875671873,-1.5196662037200657,NA,31,Cereal flours; other than of wheat or meslin,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2019,DOM,1102,2.136710852274552,-1.524203316126563,NA,42,Cereal flours; other than of wheat or meslin,11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2003,DOM,1106,1.9989167851101115,-1.8270708874743768,NA,49,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2004,DOM,1106,2.1556762861111203,-1.9543433182519228,NA,35,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2008,DOM,1106,2.125324180999041,-2.0430125834829176,NA,37,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2009,DOM,1106,2.239600002886771,-1.7498117654361387,NA,25,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2010,DOM,1106,2.1352347591636907,-1.849491128660418,NA,33,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2011,DOM,1106,2.094081743313444,-1.7311145246514004,NA,34,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2017,DOM,1106,2.071788991304685,-1.9135285862501652,NA,44,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2018,DOM,1106,2.239197009286612,-1.8158360764858417,NA,33,"Flour and meal; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714; flour, meal and powder of the products of chapter 8",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
2005,DOM,1202,2.046910901421367,-2.106044290312815,NA,45,"Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1995,DOM,1203,2.486137751904404,-2.721053212457944,NA,24,Copra,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1996,DOM,1203,2.4188943845568427,-2.4564096524224643,NA,25,Copra,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1999,DOM,1203,2.159152331169915,-3.0445215182988083,NA,37,Copra,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2001,DOM,1203,2.463105709997064,-2.5519378067519045,NA,19,Copra,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1995,DOM,1207,3.2474038016918407,-2.3622879708233704,NA,3,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1996,DOM,1207,3.0814976877864733,-2.4456420662850284,NA,8,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1997,DOM,1207,3.3701033382223673,-2.2481199266747116,NA,4,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1998,DOM,1207,2.9944869604945237,-2.440023032605324,NA,7,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1999,DOM,1207,2.9016157058982177,-2.2892510906423285,NA,10,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2000,DOM,1207,3.429894045404556,-2.50607718301623,NA,2,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2001,DOM,1207,3.1605284922424866,-2.219139365299673,NA,4,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2002,DOM,1207,3.190943031521766,-2.13238677610624,NA,5,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2003,DOM,1207,3.0045236832651887,-2.2968490027894863,NA,5,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2004,DOM,1207,3.130851400687053,-2.3305993821434594,NA,6,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2005,DOM,1207,3.038421486813173,-2.3978353363711777,NA,8,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2006,DOM,1207,2.9721176147787567,-2.292241064557633,NA,4,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2007,DOM,1207,2.676643159987499,-2.3240643439042685,NA,7,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2008,DOM,1207,2.7921545938420884,-2.4323920346047223,NA,6,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2009,DOM,1207,2.7806187748575435,-2.445307271667381,NA,8,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2010,DOM,1207,3.174681299534672,-2.432490961035741,NA,2,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2011,DOM,1207,3.16270520371604,-2.518680778583099,NA,2,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2012,DOM,1207,3.0874022071788434,-2.2935578330016493,absent,4,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2013,DOM,1207,2.9644832723573,-2.5375065179362477,absent,5,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2014,DOM,1207,2.8613662231030026,-2.6893387683267096,absent,8,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2015,DOM,1207,3.0323503443427766,-2.5673263735039136,absent,4,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2016,DOM,1207,2.6798671385845836,-2.26523401131067,absent,11,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2017,DOM,1207,2.7691098125052505,-2.2685027260987876,absent,8,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2018,DOM,1207,2.834533500676903,-2.153171290257148,absent,6,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2019,DOM,1207,2.6299419844256544,-2.5368875646626847,absent,15,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2020,DOM,1207,2.6403694502831367,-2.635870218556573,absent,12,"Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1995,DOM,1211,3.2119474742597816,-2.1088066964880663,NA,5,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1996,DOM,1211,3.4745340940822933,-2.1339538350702267,NA,4,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1997,DOM,1211,3.5122118822595003,-2.186809873235265,NA,3,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1998,DOM,1211,3.2537875095737663,-2.0087516379346946,NA,4,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1999,DOM,1211,3.3686236620093264,-2.0958467718999607,NA,2,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2000,DOM,1211,3.298512272788008,-2.1290446886113537,NA,3,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2001,DOM,1211,3.2725210234938764,-2.2125203981918125,NA,2,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2002,DOM,1211,3.284342579025842,-2.0905210894287136,NA,3,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2005,DOM,1211,3.0571673941847948,-2.046701883670424,NA,6,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2012,DOM,1211,2.8245096036600987,-2.0044028516541568,NA,5,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2013,DOM,1211,2.920155075619178,-2.066632093467774,NA,8,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2014,DOM,1211,2.931681924268703,-1.9797107174094517,NA,5,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2016,DOM,1211,3.019988397553971,-2.051911776832945,NA,4,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2017,DOM,1211,3.001515253289015,-1.9208083638295312,NA,5,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2019,DOM,1211,3.0219073983825244,-2.0239322886790725,NA,6,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2020,DOM,1211,2.757383061482892,-2.119988111965732,NA,8,"Plants and parts of plants (including seeds and fruits), used primarily in perfumery, pharmacy; for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1995,DOM,1212,2.3541756811412218,-1.9486996014926432,NA,31,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1997,DOM,1212,2.6253639256325023,-1.9741559642714623,NA,18,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1998,DOM,1212,2.2640623940222677,-1.9521918486304044,NA,36,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
1999,DOM,1212,2.0955884554322326,-2.1650607950136034,NA,42,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2000,DOM,1212,2.4143525709914613,-1.9256194163432845,NA,21,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2001,DOM,1212,2.395235381092686,-1.8362625049982737,NA,22,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2002,DOM,1212,2.3156072358606137,-2.1380075073826497,NA,29,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2003,DOM,1212,2.7526705267104794,-1.9845642926967413,NA,12,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2004,DOM,1212,2.335460856069152,-2.069137712286103,NA,29,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2005,DOM,1212,2.5307122821701515,-1.922909588534644,NA,21,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2006,DOM,1212,2.300948083599321,-1.9436716282768052,NA,23,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2007,DOM,1212,2.1713748943272155,-2.056650481119186,NA,30,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2009,DOM,1212,2.035484016401919,-2.543392615982547,NA,32,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
2010,DOM,1212,1.9411494104007023,-2.2072907622763105,NA,50,"Locust beans, seaweeds and other algae, sugar beet, sugar cane; fresh, dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.s.",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"
